Priority,Long name,units,description,comment,Variable Name,CF Standard Name,cell_methods,positive,type,dimensions,CMOR Name,modeling_realm,frequency,cell_measures,prov,provNote,rowIndex,uid,vid,stid,structure title,MIPs (requesting),MIPs (by experiment),ECMWF,AWI,CNRM,CMCC,ECEarth (KNMI),ECEarth (SHMI),ECEarth (BSC),ECEarth (CNR),MPI,METOFFICE,MO_key,STASH,
2,Eastward Wind,m s-1,,Eastward wind on pressure levels,ua,eastward_wind,time: point,,,longitude latitude plev7h time1,ua7h,atmos,3hr,area: areacella,HighResMIP [3hrPlev],,13,f2ab1be2-26b8-11e7-8344-ac72891c3257,21db90c0a12448299f855fdab60930d4,f7eb125e-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (7 pressure tropospheric levels) [XY-P7T] [tpt]",HighResMIP,"CMIP6,DECK,HighResMIP",,x,CHANGED: -2,False,False,False,False,False,LIMITED,UM:1,lo-la-p-ti__ua7h,"m01s30i201,m01s30i301",
2,Northward Wind,m s-1,,Northward wind on pressure levels,va,northward_wind,time: point,,,longitude latitude plev7h time1,va7h,atmos,3hr,area: areacella,HighResMIP [3hrPlev],,14,f2acf552-26b8-11e7-8344-ac72891c3257,2dedcb347c18e132a2f4d625abf94585,f7eb125e-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (7 pressure tropospheric levels) [XY-P7T] [tpt]",HighResMIP,"CMIP6,DECK,HighResMIP",,x,CHANGED: -2,False,False,False,False,False,LIMITED,UM:1,lo-la-p-ti__va7h,"m01s30i202,m01s30i301",
2,omega (=dp/dt),Pa s-1,"Omega (vertical velocity in pressure coordinates, positive downwards)",Omega (=dp/dt),wap,lagrangian_tendency_of_air_pressure,time: point,,real,longitude latitude plev7h time1,wap7h,atmos,3hr,area: areacella,HighResMIP [3hrPlev],,15,8baea574-4a5b-11e6-9cd2-ac72891c3257,51fb29dd55442361fa9c5dbe23aca9c6,f7eb125e-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (7 pressure tropospheric levels) [XY-P7T] [tpt]",HighResMIP,"CMIP6,DECK,HighResMIP",,False,CHANGED: -2,False,False,False,False,False,LIMITED,UM:1,lo-la-p-ti__wap7h,"m01s30i208,m01s30i301",Structure not defined
2,Air Temperature,K,Air Temperature,Temperature on pressure levels,ta,air_temperature,time: point,,,longitude latitude plev7h time1,ta7h,atmos,3hr,area: areacella,HighResMIP [3hrPlev],,16,f2a303d0-26b8-11e7-8344-ac72891c3257,b9c3eb96337c69c1c4a5aab1317f5563,f7eb125e-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (7 pressure tropospheric levels) [XY-P7T] [tpt]",HighResMIP,"CMIP6,DECK,HighResMIP",,x,CHANGED: -2,False,False,False,False,False,LIMITED,UM:1,lo-la-p-ti__ta7h,"m01s30i204,m01s30i301",
2,Specific Humidity,1.0,,Specific humidity on pressure levels,hus,specific_humidity,time: point,,,longitude latitude plev7h time1,hus7h,atmos,3hr,area: areacella,HighResMIP [3hrPlev],,17,f2c7178e-26b8-11e7-8344-ac72891c3257,53f4724d228998d54191c73352532ce3,f7eb125e-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (7 pressure tropospheric levels) [XY-P7T] [tpt]",HighResMIP,"CMIP6,DECK,HighResMIP",,x,CHANGED: -2,False,False,False,False,False,LIMITED,UM:1,lo-la-p-ti__hus7h,"m01s30i205,m01s30i301",
1,Eastward Wind,m s-1,,Eastward wind on 850 hPa,ua,eastward_wind,time: point,,,longitude latitude time1,ua850,atmos,3hr,area: areacella,HighResMIP [3hr_extr],,13,f27c6590-26b8-11e7-8344-ac72891c3257,21db90c0a12448299f855fdab60930d4,f7eb228a-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] {:p850} [tpt]",HighResMIP,,,x,CHANGED: 3,False,x,x,x,x,LIMITED,False,lo-la-ti-p__ua850,"m01s30i201,m01s30i301",
1,Northward Wind,m s-1,,Northward wind on 850 hPa,va,northward_wind,time: point,,,longitude latitude time1,va850,atmos,3hr,area: areacella,HighResMIP [3hr_extr],,14,f2b61632-26b8-11e7-8344-ac72891c3257,2dedcb347c18e132a2f4d625abf94585,f7eb228a-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] {:p850} [tpt]",HighResMIP,,,x,CHANGED: 3,False,x,x,x,x,LIMITED,False,lo-la-ti-p__va850,"m01s30i202,m01s30i301",
1,Sea Level Pressure,Pa,Sea Level Pressure,Sea level pressure,psl,air_pressure_at_sea_level,area: mean time: point,,real,longitude latitude time1,psl,atmos,3hr,area: areacella,HighResMIP [3hr_extr],,15,8bae83b4-4a5b-11e6-9cd2-ac72891c3257,3d23c359f44d6a153c4dcab9e07d7cb6,f7e14828-562c-11e6-a2a4-ac72891c3257,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [tpt]",HighResMIP,,,x,CHANGED: 1,PSL,x,x,x,x,LIMITED,UM:1,lo-la-ti__psl,m01s16i222,
