Priority,Long name,units,description,comment,Variable Name,CF Standard Name,cell_methods,positive,type,dimensions,CMOR Name,modeling_realm,frequency,cell_measures,prov,provNote,rowIndex,uid,vid,stid,structure title,MIPs (requesting),MIPs (by experiment),ECMWF,AWI,CNRM,CMCC,ECEarth (KNMI),ECEarth (SHMI),ECEarth (BSC),ECEarth (CNR),MPI,METOFFICE,MO_key,STASH,
1,Zonal Mean Diabatic Heating Rates,K s-1,The diabatic heating rates due to all the processes that may change potential temperature,,zmtnt,tendency_of_air_temperature_due_to_diabatic_processes,longitude: mean time: mean,,,latitude plev39 time,zmtnt,atmos,mon,area: areacella,DAMIP [DAMIP-EmonZ],,4,feeaf906-96ec-11e6-b81e-c9e268aff03a,00efa75221917486576896481325ce2f,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",DAMIP,"AerChemMIP,CMIP6,DECK,HighResMIP,ScenarioMIP,SolarMIP,VolMIP",,0,NEW: -999,,False,False,False,False,False,False,la-p-ti__zmtnt,Structure not defined,
2,temperature tendency orographic gravity wave dissipation,K s-1,Temperature tendency due to dissipation of parameterized orographic gravity waves.,zonal mean; hence YZT,tntogw,temperature_tendency_due_to_dissipation_orographic_gravity_wave_drag,longitude: mean time: mean,,,latitude plev39 time,tntogw,atmos,mon,area: areacella,DynVar [DYVR_monthly_b],,7,8b978588-4a5b-11e6-9cd2-ac72891c3257,5912b4e8-9e49-11e5-803c-0d0b866b59f3,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]","DynVar,VolMIP","AerChemMIP,CMIP6,DECK,HighResMIP,ScenarioMIP,SolarMIP,VolMIP",,0,NEW: -999,,False,False,False,False,False,recheck,la-p-ti__tntogw,m01s06i181,
2,Transformed Eulerian Mean northward wind,m s-1,"Transformed Eulerian Mean Diagnostics v*, meridional component of the residual meridional circulation (v*, w*) derived from 6 hr or higher frequency data fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available).",,vtem,northward_transformed_eulerian_mean_air_velocity,longitude: mean time: mean,,,latitude plev39 time,vtem,atmos,mon,area: areacella,HighResMIP [Amon_sparc],,9,feeadf5c-96ec-11e6-b81e-c9e268aff03a,ba7be4134a9cf4838434bf204d80b903,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]","DAMIP,DynVar,HighResMIP,VolMIP","CMIP6,DAMIP,DECK",,0,NEW: -1,,False,False,False,False,False,UM:1,la-p-ti__vtem,m01s30i310,"m01s30i310,m01s30i301"
2,Transformed Eulerian Mean upward wind,m s-1,"Transformed Eulerian Mean Diagnostics w*, meridional component of the residual meridional circulation (v*, w*) derived from 6 hr or higher frequency data fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available). Scale height: 6950 m",,wtem,unset,longitude: mean time: mean,,,latitude plev39 time,wtem,atmos,mon,area: areacella,HighResMIP [Amon_sparc],,10,feeae56a-96ec-11e6-b81e-c9e268aff03a,c64364df884a3cebaa7aebb664260776,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]","DAMIP,DynVar,HighResMIP,VolMIP","CMIP6,DAMIP,DECK",,0,NEW: -1,,False,False,False,False,False,UM:1,la-p-ti__wtem,"m01s30i311,m01s30i301",
2,Northward Component of the Eliassen-Palm Flux,m3 s-2,"Transformed Eulerian Mean Diagnostics Meridional component Fy of Eliassen-Palm (EP) flux (Fy, Fz) derived from 6hr or higher frequency fields (use daily fields or 12 hr fields if the 6 hr are not available). Please use the definitions given by equation 3.5.3a of Andrews, Holton and Leovy text book, but scaled by density to have units m3 s-2.",,epfy,northward_eliassen_palm_flux_in_air,longitude: mean time: mean,,,latitude plev39 time,epfy,atmos,mon,area: areacella,HighResMIP [Amon_sparc],,11,feeaea60-96ec-11e6-b81e-c9e268aff03a,9522ca96d0b066ebe8defd5541de0582,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]","DAMIP,DynVar,HighResMIP,VolMIP","CMIP6,DAMIP,DECK",,0,NEW: -3,,False,False,False,False,False,UM:1,la-p-ti__epfy,"m01s30i312,m01s30i301",
1,Upward Component of the Eliassen-Palm Flux,m3 s-2,"Transformed Eulerian Mean Diagnostics Meridional component Fz of the Eliassen-Palm (EP) flux (Fy, Fz) derived from 6hr or higher frequency fields (use daily fields or 12 hr fields if the 6 hr are not available). Please use the definitions given by equation 3.5.3b of Andrews, Holton and Leovy text book, but scaled by density to have units m3 s-2.",zonal mean; hence YZT,epfz,upward_eliassen_palm_flux_in_air,longitude: mean time: mean,,,latitude plev39 time,epfz,atmos,mon,area: areacella,DynVar [DYVR_monthly_c],,12,8b97a1bc-4a5b-11e6-9cd2-ac72891c3257,85631e0f7a8fdcb10737a525f4134181,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]","DAMIP,DynVar,HighResMIP,VolMIP","AerChemMIP,CMIP6,DECK,HighResMIP,ScenarioMIP,SolarMIP,VolMIP",,0,NEW: -3,,False,False,False,False,False,UM:1,la-p-ti__epfz,"m01s30i313,m01s30i301",
2,Tendency of eastward wind due to Eliassen-Palm Flux divergence,m s-2,Tendency of the zonal mean zonal wind due to the divergence of the Eliassen-Palm flux.,,utendepfd,tendency_of_eastward_wind_due_to_eliassen_palm_flux_divergence,longitude: mean time: mean,,,latitude plev39 time,utendepfd,atmos,mon,area: areacella,HighResMIP [Amon_sparc],,13,feeaf438-96ec-11e6-b81e-c9e268aff03a,590fa2bc-9e49-11e5-803c-0d0b866b59f3,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]","DAMIP,DynVar,HighResMIP,VolMIP","AerChemMIP,CMIP6,DECK,HighResMIP,ScenarioMIP,SolarMIP,VolMIP",,0,NEW: -3,,False,False,False,False,False,recheck,la-p-ti__utendepfd,"m01s30i314,m01s30i301",
2,x_gravity_wave_drag_param,Pa,Parameterised x-component of gravity wave drag,,xgwdparam,atmosphere_eastward_stress_due_to_gravity_wave_drag,longitude: mean time: mean,,,latitude plev39 time,xgwdparam,atmos,mon,area: areacella,HighResMIP [Amon_sparc],,38,8bafa41a-4a5b-11e6-9cd2-ac72891c3257,591472f6-9e49-11e5-803c-0d0b866b59f3,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",HighResMIP,"DECK,HighResMIP",,False,NEW: -999,False,False,False,False,False,False,UM:1,la-p-ti__xgwdparam,"m01s06i247,m01s06i115","m01s06i207,m01s06i115"
2,y_gravity_wave_drag_param,Pa,Parameterised y- component of gravity wave drag,,ygwdparam,atmosphere_northward_stress_due_to_gravity_wave_drag,longitude: mean time: mean,,,latitude plev39 time,ygwdparam,atmos,mon,area: areacella,HighResMIP [Amon_sparc],,39,8bafa9a6-4a5b-11e6-9cd2-ac72891c3257,59132e1e-9e49-11e5-803c-0d0b866b59f3,f7e94ce4-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",HighResMIP,"DECK,HighResMIP",,False,NEW: -999,False,False,False,False,False,False,CHECK,la-p-ti__ygwdparam,Structure not defined,
